AmphoraIdentifier,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,FindingPlaceTitle,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,ProductionPlaceTitle,LocationTypeTitle
15450,15450,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|LA[P],LAP?,,,Military Camp
15531,15531,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|MA^EMRVS|,MAEMRVS,,Arva,Military Camp
15534,15534,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,[MA]EMRVS|,MAEMRVS,,Arva,Military Camp
15598,15598,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|CA^N^TQVI^E|,CANTONIQVIETI,,Alcolea del Río,Military Camp
15605,15605,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|CA^N^T·QVIE^[T]^I|,CANTQVIETI,,,Military Camp
15698,15698,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|BEL·LVC|,BELLVC,,,Military Camp
15772,15772,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|LCM|,LCM,,La Catria,Military Camp
15983,15983,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|Q·F·C|,QFC,,Peñaflor,Military Camp
15998,15998,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,+S'·FE·,...SFE,,,Military Camp
16000,16000,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|DEF|,DFF,,Arva,Military Camp
16000,16000,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|DEF|,DFF,,El Tejarillo,Military Camp
16065,16065,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|HERMESF|,HERMESF,,Villar de Brenes,Military Camp
16217,16217,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|I^VEP'|,IVEP,,,Military Camp
16285,16285,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,+N^I·M^ELISS'+/|ETMELISSE'+,NIMELISS...ETMELISSE,,,Military Camp
16319,16319,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|AELFO|,AELFO,,La Catria,Military Camp
16336,16336,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|P·L·S|,PLS,,Cerro de Arriza,Military Camp
16397,16397,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|P'MSC|,PMSC,,El Pinzón,Military Camp
16438,16438,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|[II]MIN^IACRE[^T]CAL|,IIMINIACRETCAL,,,Military Camp
16484,16484,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,[P]NN|,PNN,,Alcolea del Río,Military Camp
16484,16484,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,[P]NN|,PNN,,Arva,Military Camp
16484,16484,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,[P]NN|,PNN,,El Tejarillo,Military Camp
16484,16484,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,[P]NN|,PNN,,Tostoneras,Military Camp
16526,16526,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|COI|,COI,,,Military Camp
16549,16549,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|DOM'+,DOM...,,Alcolea del Río,Military Camp
16554,16554,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|DOMS|,DOMS,,Alcolea del Río,Military Camp
16560,16560,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|DO+,DO...,,,Military Camp
16570,16570,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|POR'O'DV|,PORODV,,Haza del Olivo,Military Camp
16570,16570,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|POR'O'DV|,PORODV,,La Catria,Military Camp
16660,16660,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|L·Q((hedera))S|,LQS,,Alcolea del Río,Military Camp
16711,16711,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|ROM+,ROM...,,,Military Camp
16727,16727,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|POR'·PS|,PORPS,,La Catria,Military Camp
16916,16916,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,FSCIM|/NIANO|,FSCIMNIANO,,Las Delicias,Military Camp
16987,16987,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|s·EX*,SEX...,,,Military Camp
17055,17055,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|{L·}V^A^LER^IT^ROP^H^IM^I|,LVALTROPHIMI,,Arva,Military Camp
17056,17056,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|L·VA[LTROPHIMI],LVALTROPHIMI,,Arva,Military Camp
17095,17095,Dressel 20,Caerleon,Caerleon,51.613333,-2.958889,|VIRG''|,VIRG,,Villar de Brenes,Military Camp
16069,16069,Dressel 20,Caersws,Caersws,52.516667,-3.433333,"HISPSAENI, sine imagine",HISPSAENI,,huerta del río,Military Camp
17096,17096,Dressel 20,Caersws,Caersws,52.516667,-3.433333,|VIR'G|,VIRG,,Villar de Brenes,Military Camp
17207,17207,Dressel 20,Caersws,Caersws,52.516667,-3.433333,"+O, sine imagine",...O,,,Military Camp
15430,15430,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|PAL·SA'^'EN''|,PALSAEN,,,Military Camp
15558,15558,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|P·A^N^N^I^R^VFS|,PANIRVF,,La Catria,Military Camp
15602,15602,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,[C]A^N[^T]QV'[I]P[-]|,CANTIQVIP,,,Military Camp
15864,15864,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|SCL·T|,SCLT,,Malpica Sur,Military Camp
16061,16061,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,P''·Q·H^EH^E|,PQHEHE,,La Catria,Military Camp
16169,16169,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|QIM'F''|,QIMF,,El Judío,Military Camp
16179,16179,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|P·I·R|,PIR,,,Military Camp
16212,16212,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,L·I·T|,LIT,,,Military Camp
16353,16353,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|C·A[LL-]A''[-]S*,CALLAS...,,,Military Camp
16529,16529,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,"DOMS, sine imagine",DOMS,,Alcolea del Río,Military Camp
16607,16607,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|FPPOR|,FPPOR,,La Catria,Military Camp
16654,16654,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|L·Q·S|,LQS,,Alcolea del Río,Military Camp
16712,16712,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|ROM^AN^I((palma))|,ROMANI,,,Military Camp
16797,16797,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|Q·S·P|,QSP,,,Military Camp
16874,16874,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|SCA|,SCALENSIA,,Cerro de los Pesebres,Military Camp
17004,17004,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|C·TYC|,CTYC,,La Graja,Military Camp
17100,17100,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,[CA^L^P]''V^RPO[T]|,LVRPOR,,,Military Camp
17184,17184,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,+C'I''A'|,...CIA,,,Military Camp
17201,17201,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,+[?]M'·|,...M,,,Military Camp
32254,32254,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|CAN^TON^IQVI^ET^I|,CANTONIQVIETI,,Alcolea del Río,Military Camp
32255,32255,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|CA^N[TO]N[Q]|,CANTONIQVIETI,,Alcolea del Río,Military Camp
32256,32256,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|Q·F·G|,QFG,,,Military Camp
32257,32257,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|D'OM'[S],DOMS,,Alcolea del Río,Military Camp
32258,32258,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|L·V·C|,LVC,,,Military Camp
33311,33311,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|L·P·LVCA'*,LPLVCA,,,Military Camp
33312,33312,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,"|Q·I·C·SEG|, bis impressum est",QICSEG,,Malpica,Military Camp
33313,33313,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|AL'F'O'|,ALFO,,La Catria,Military Camp
33314,33314,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|A'E'+,AE…,,,Military Camp
33315,33315,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|QMR|,QMR,,,Military Camp
33316,33316,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|D''E''CCA'',DECCA,,,Military Camp
33317,33317,Dressel 20,Carlisle,Carlisle,54.883333,-2.933333,|TFA[MV],TFAMV,,Mejía,Military Camp
15805,15805,Dressel 20,Castlecary,Castlecary,55.983333,-3.95,"MMCS, sine imagine",MMCS,,,Military Camp
16120,16120,Dressel 20,Castlecary,Castlecary,55.983333,-3.95,"LIDFITA, sine imagine",LIDFITA,,Doña Mencía,Military Camp
17085,17085,Dressel 20,Castlecary,Castlecary,55.983333,-3.95,"VIRGINENSIA, sine imagine",VIRGINENSIA,,Itálica,Military Camp
17178,17178,Dressel 20,Castlecary,Castlecary,55.983333,-3.95,"+ANTIFDIS, sine imagine",...ANTIFDIS,,,Military Camp
15677,15677,Dressel 20,Catterick,Catterick,54.366667,-1.633333,"IIAVRHERACL[A]E/PATETFILFBAR, sine imagine",IIAVRHERACLAEPATETFILFBAR,,,Military Camp
15775,15775,Dressel 20,Catterick,Catterick,54.366667,-1.633333,"IICO, sine imagine",IICO,,,Military Camp
16781,16781,Dressel 20,Catterick,Catterick,54.366667,-1.633333,"IPSI, sine imagine",IPSI,,,Military Camp
16640,16640,Dressel 20,Chelmsford,Chelmsford,51.733333,0.483333,"MQFF, sine imagine",MQFF,,Malpica Sur,Military Camp
15380,15380,Dressel 20,Chester,Chester,53.2,-2.916667,"...AA'|, bis impressum est?",...A...?,,,Military Camp
15383,15383,Dressel 20,Chester,Chester,53.2,-2.916667,|AAF'' & |AAE',AAF & AAE,,,Military Camp
15407,15407,Dressel 20,Chester,Chester,53.2,-2.916667,|Q·AGEMEL[LI],QAGEMELLI,,,Military Camp
15412,15412,Dressel 20,Chester,Chester,53.2,-2.916667,L·A·GER',LAGER,,Alcotrista,Military Camp
15412,15412,Dressel 20,Chester,Chester,53.2,-2.916667,L·A·GER',LAGER,,Isla del Castillo,Military Camp
15412,15412,Dressel 20,Chester,Chester,53.2,-2.916667,L·A·GER',LAGER,,Las Ánimas,Military Camp
15416,15416,Dressel 20,Chester,Chester,53.2,-2.916667,"PORTPAH, sine imagine",PORTPAH,,Cruz Verde,Military Camp
15417,15417,Dressel 20,Chester,Chester,53.2,-2.916667,"PORTPAH, sine imagine",PORTPAH,,Cruz Verde,Military Camp
15420,15420,Dressel 20,Chester,Chester,53.2,-2.916667,"PAHSCALS, sine imagine",PAHSCALS,,Cerro de los Pesebres,Military Camp
15455,15455,Dressel 20,Chester,Chester,53.2,-2.916667,[POR]L'AR,PORLAR?,,La Catria,Military Camp
15465,15465,Dressel 20,Chester,Chester,53.2,-2.916667,"MAR, sine imagine",MAR,,Itálica,Military Camp
15477,15477,Dressel 20,Chester,Chester,53.2,-2.916667,|CAS,CAS,,El Judío,Military Camp
15520,15520,Dressel 20,Chester,Chester,53.2,-2.916667,|Q·A^EOPO|,QAEOPO,,Castillo de Azanaque,Military Camp
15520,15520,Dressel 20,Chester,Chester,53.2,-2.916667,|Q·A^EOPO|,QAEOPO,,La Catria,Military Camp
15540,15540,Dressel 20,Chester,Chester,53.2,-2.916667,AGRICOLAE,AGRICOLAE,,Casa de Mingaobez,Military Camp
15546,15546,Dressel 20,Chester,Chester,53.2,-2.916667,|AGRIC[OLAE],AGRICOLAE?,,Casa de Mingaobez,Military Camp
15551,15551,Dressel 20,Chester,Chester,53.2,-2.916667,"CALVI, sine imagine",CALVI,,,Military Camp
15566,15566,Dressel 20,Chester,Chester,53.2,-2.916667,"CANTONIQVIETI, sine imagine",CANTONIQVIETI,,Alcolea del Río,Military Camp
15591,15591,Dressel 20,Chester,Chester,53.2,-2.916667,|C·AN^TON^I·QVI^ETI|,CANTONIQVIETI,,Alcolea del Río,Military Camp
15616,15616,Dressel 20,Chester,Chester,53.2,-2.916667,QA^N^TR^VG,QANTRVG,,,Military Camp
15621,15621,Dressel 20,Chester,Chester,53.2,-2.916667,"LAPAE, sine imagine",LAPAE,,La Catria,Military Camp
15655,15655,Dressel 20,Chester,Chester,53.2,-2.916667,A^TA^TF| & T^AT^AF,ATATF & TATAF,,,Military Camp
15675,15675,Dressel 20,Chester,Chester,53.2,-2.916667,A^VMON^T,AVMONT,,,Military Camp
15758,15758,Dressel 20,Chester,Chester,53.2,-2.916667,"PCHO, sine imagine",PCHO,,La Graja,Military Camp
15918,15918,Dressel 20,Chester,Chester,53.2,-2.916667,"IIIENNIIVL, sine imagine",IIIENNIIVL,,huerta del río,Military Camp
15932,15932,Dressel 20,Chester,Chester,53.2,-2.916667,|IIIENN·IV^L((hedera))|,IIIENNIIVL,,huerta del río,Military Camp
15997,15997,Dressel 20,Chester,Chester,53.2,-2.916667,|S·F'+,SF...,,,Military Camp
16003,16003,Dressel 20,Chester,Chester,53.2,-2.916667,L·E·F·P·C·,LEFPC,,Juan Barba,Military Camp
16039,16039,Dressel 20,Chester,Chester,53.2,-2.916667,+M·F{E^LI}CIS|,...MFELICIS,,,Military Camp
16083,16083,Dressel 20,Chester,Chester,53.2,-2.916667,"QIA, sine imagine",QIA,,Malpica,Military Camp
16112,16112,Dressel 20,Chester,Chester,53.2,-2.916667,"MIAPC, sine imagine",MIAPC,,El Marchante,Military Camp
16313,16313,Dressel 20,Chester,Chester,53.2,-2.916667,ALF*,ALFO,,La Catria,Military Camp
16318,16318,Dressel 20,Chester,Chester,53.2,-2.916667,AELFO|,AELFO,,La Catria,Military Camp
16321,16321,Dressel 20,Chester,Chester,53.2,-2.916667,"CLMFF, sine imagine",CLMFF,,El Tejarillo,Military Camp
16350,16350,Dressel 20,Chester,Chester,53.2,-2.916667,Q''·MCA''LLAIDIS|,QMCALLAIDIS,,Arva,Military Camp
16354,16354,Dressel 20,Chester,Chester,53.2,-2.916667,"QME, sine imagine",QME,,,Military Camp
16356,16356,Dressel 20,Chester,Chester,53.2,-2.916667,L·{M/·}·FE,LMFE,,,Military Camp
16362,16362,Dressel 20,Chester,Chester,53.2,-2.916667,"CMM, sine imagine",CMM,,Arva,Military Camp
16362,16362,Dressel 20,Chester,Chester,53.2,-2.916667,"CMM, sine imagine",CMM,,Azanaque-Catsillejo,Military Camp
16362,16362,Dressel 20,Chester,Chester,53.2,-2.916667,"CMM, sine imagine",CMM,,El Tejarillo,Military Camp
16381,16381,Dressel 20,Chester,Chester,53.2,-2.916667,QMR|,QMR,,,Military Camp
16404,16404,Dressel 20,Chester,Chester,53.2,-2.916667,"LMVE, sine imagine",LMVE,,Alcolea del Río,Military Camp
16404,16404,Dressel 20,Chester,Chester,53.2,-2.916667,"LMVE, sine imagine",LMVE,,Mejía,Military Camp
16404,16404,Dressel 20,Chester,Chester,53.2,-2.916667,"LMVE, sine imagine",LMVE,,Villar Tesoro,Military Camp
16405,16405,Dressel 20,Chester,Chester,53.2,-2.916667,L·M·V^E,LMVE,,Alcolea del Río,Military Camp
16405,16405,Dressel 20,Chester,Chester,53.2,-2.916667,L·M·V^E,LMVE,,Mejía,Military Camp
16405,16405,Dressel 20,Chester,Chester,53.2,-2.916667,L·M·V^E,LMVE,,Villar Tesoro,Military Camp
16406,16406,Dressel 20,Chester,Chester,53.2,-2.916667,L·MV^E|,LMVE,,Alcolea del Río,Military Camp
16406,16406,Dressel 20,Chester,Chester,53.2,-2.916667,L·MV^E|,LMVE,,Mejía,Military Camp
16406,16406,Dressel 20,Chester,Chester,53.2,-2.916667,L·MV^E|,LMVE,,Villar Tesoro,Military Camp
16479,16479,Dressel 20,Chester,Chester,53.2,-2.916667,P'NN',PNN,,Alcolea del Río,Military Camp
16479,16479,Dressel 20,Chester,Chester,53.2,-2.916667,P'NN',PNN,,Arva,Military Camp
16479,16479,Dressel 20,Chester,Chester,53.2,-2.916667,P'NN',PNN,,El Tejarillo,Military Camp
16479,16479,Dressel 20,Chester,Chester,53.2,-2.916667,P'NN',PNN,,Tostoneras,Military Camp
16618,16618,Dressel 20,Chester,Chester,53.2,-2.916667,"PASSERAR, sine imagine",PASSERAR,,Casa del Guarda o Llano,Military Camp
16700,16700,Dressel 20,Chester,Chester,53.2,-2.916667,"ROMANI, sine imagine",ROMANI,,,Military Camp
16703,16703,Dressel 20,Chester,Chester,53.2,-2.916667,|ROM^ANI|,ROMANI,,,Military Camp
16717,16717,Dressel 20,Chester,Chester,53.2,-2.916667,RVF'PO,RVFPO,,La Catria,Military Camp
16754,16754,Dressel 20,Chester,Chester,53.2,-2.916667,"MSFPC, sine imagine",MSFPC,,,Military Camp
16759,16759,Dressel 20,Chester,Chester,53.2,-2.916667,|LSL·P((amphora'))|,LSLP,,La Catria,Military Camp
16768,16768,Dressel 20,Chester,Chester,53.2,-2.916667,"MSMACIRGI, sine imagine",MSMACIRGI,,,Military Camp
16785,16785,Dressel 20,Chester,Chester,53.2,-2.916667,"QSP, sine imagine",QSP,,,Military Camp
16798,16798,Dressel 20,Chester,Chester,53.2,-2.916667,QS·P,QSP,,,Military Camp
16871,16871,Dressel 20,Chester,Chester,53.2,-2.916667,|SC{A^LE}NS^IA·G^EM^E|,SCALENSIAGEME,,Cerro de los Pesebres,Military Camp
16876,16876,Dressel 20,Chester,Chester,53.2,-2.916667,|SCA^LCE'[L]+,SCALCEL...,,Cerro de los Pesebres,Military Camp
16887,16887,Dressel 20,Chester,Chester,53.2,-2.916667,"FSCIMNIANO, sine imagine",FSCIMNIANO,,Las Delicias,Military Camp
16888,16888,Dressel 20,Chester,Chester,53.2,-2.916667,"FSCIMNIANO, sine imagine",FSCIMNIANO,,Las Delicias,Military Camp
16907,16907,Dressel 20,Chester,Chester,53.2,-2.916667,|FSCIMN^IA^N^I,FSCIMNIANO,,Las Delicias,Military Camp
16938,16938,Dressel 20,Chester,Chester,53.2,-2.916667,"SECVND, sine imagine",SECVND,,,Military Camp
16992,16992,Dressel 20,Chester,Chester,53.2,-2.916667,"STATIANIENSIA, sine imagine",STATIANIENSIA,,Tarancón,Military Camp
17076,17076,Dressel 20,Chester,Chester,53.2,-2.916667,"LVIST, sine imagine",LVIST,,,Military Camp
17120,17120,Dressel 20,Chester,Chester,53.2,-2.916667,|C(-)VT'C',C...VTC,,,Military Camp
17187,17187,Dressel 20,Chester,Chester,53.2,-2.916667,+CO'O|,...COO,,,Military Camp
17189,17189,Dressel 20,Chester,Chester,53.2,-2.916667,+CS|,...CS,,,Military Camp
17208,17208,Dressel 20,Chester,Chester,53.2,-2.916667,"+OC, sine imagine",...OC,,,Military Camp
17214,17214,Dressel 20,Chester,Chester,53.2,-2.916667,+R|,...R,,,Military Camp
17216,17216,Dressel 20,Chester,Chester,53.2,-2.916667,+RSV|,...RSV,,,Military Camp
16690,16690,Dressel 20,Chesterfield,Chesterfield,53.25,-1.416667,|BR'A'R'|,BRAR,,,Military Camp
16795,16795,Dressel 20,Chesterfield,Chesterfield,53.25,-1.416667,QSP|,QSP,,,Military Camp
16990,16990,Dressel 20,Chesterfield,Chesterfield,53.25,-1.416667,|SI'LV'ESTR'I',SILVESTRI,,,Military Camp
15845,15845,Dressel 20,Chesterford,Chesterford,52.066667,0.2,"IICAMILIMELISSI, sine imagine",IICAMILIMELISSI,,Arva,Military Camp
15845,15845,Dressel 20,Chesterford,Chesterford,52.066667,0.2,"IICAMILIMELISSI, sine imagine",IICAMILIMELISSI,,Las Delicias,Military Camp
15846,15846,Dressel 20,Chesterford,Chesterford,52.066667,0.2,"I[I]CAMILI MELISSI, sine imagine",IICAMILIMELISSI,,Arva,Military Camp
15846,15846,Dressel 20,Chesterford,Chesterford,52.066667,0.2,"I[I]CAMILI MELISSI, sine imagine",IICAMILIMELISSI,,Las Delicias,Military Camp
15381,15381,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|I'I'AA| & |L''I''M''|,IIAA & LIM,,,Military Camp
15401,15401,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L((hedera))A((hedera))F|,LAF,,La Catria,Military Camp
15434,15434,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,"SALS, sine imagine",SALS,,Arva,Military Camp
15456,15456,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|PO<RLAR|,PORLAR,,La Catria,Military Camp
15476,15476,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|CAS·|,CAS,,El Judío,Military Camp
15482,15482,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,ACIRGIF''|,ACIRGIF (ACIRCIF),,,Military Camp
15593,15593,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,[C]AN^T'ON^I·QVI^ET^I|,CANTONIQVIETI,,Alcolea del Río,Military Camp
15635,15635,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|PA^RVA|,PARVA,,La Catria,Military Camp
15660,15660,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,+A^TsP'|,...ATSP?,,,Military Camp
15671,15671,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|AVGGGNNN'+/|COLEAR^I·F·BA'+,AVGGGNNNCOLEARIFBA...,,,Military Camp
15681,15681,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,[IIAVRH]ERACLA^E'/[PATETF]ILFBAR|,IIAVRHERACLAEPATETFILFBAR,,,Military Camp
15682,15682,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L'AVIVA|,LAVIVA,,,Military Camp
15691,15691,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|BARM^A'S'I|,BARMASI,,,Military Camp
15695,15695,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|B'ELSI''L''|,BELSIL,,,Military Camp
15763,15763,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,+PCI'|,...PCI,,,Military Camp
15799,15799,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|Q·C''R''·P'·|,QCRP,,,Military Camp
15811,15811,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,MMC'S'A'E'|,MMCSAE,,,Military Camp
15813,15813,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|M'M'CSAR''|,MMCSAR,,,Military Camp
15824,15824,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,+M^M'CSR|,MMCSR,,,Military Camp
15826,15826,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,+MCS+,MCS...,,El Tejarillo,Military Camp
15842,15842,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|CA^L^PV^RN^I'B'|,CALPVRNIB,,La Ramblilla,Military Camp
15849,15849,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,IIC^AM'+/M^EL'+,IICAMMEL,,,Military Camp
15856,15856,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|GEM'[ELLI]+,GEMELLI,,Cerro de los Pesebres,Military Camp
15883,15883,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|FCVC'V''|,FCVCV,,Barranco del Picacho,Military Camp
15946,15946,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|QFA^LBE[L] & |QFA^LBE^T''[N],QFALBEL… & QFALBETN,,,Military Camp
15974,15974,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L·FC·SENT^I[?]|,LFCSENTI,,,Military Camp
15989,15989,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,S·F·E|,SFE,,,Military Camp
16016,16016,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L·F·O|,LFO,,Sevilla,Military Camp
16027,16027,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|POR'F'S'|,PORLFS,,La Catria,Military Camp
16047,16047,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|P^HILEROF|,PHILEROF,,,Military Camp
16071,16071,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|HISP·SA^EN^I((corona))'',HISPSAENI,,huerta del río,Military Camp
16081,16081,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,M·I·A'|,MIA,,,Military Camp
16082,16082,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|M·I·AR^V|,MIARV,,,Military Camp
16087,16087,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|QIAFS+,QIAFS...,,Malpica,Military Camp
16140,16140,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|MI'M'|,MIM,,La Catria,Military Camp
16140,16140,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|MI'M'|,MIM,,Peñaflor,Military Camp
16141,16141,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|MIM|,MIM,,La Catria,Military Camp
16141,16141,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|MIM|,MIM,,Peñaflor,Military Camp
16168,16168,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|QIM'N'HM'|,QIMNHM,,,Military Camp
16223,16223,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,[P]I^V^L^ICR^IS[P]I|,PIVLICRISPI,,El Marchante,Military Camp
16280,16280,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,+IM'|/+I·P|,...IM...IP,,,Military Camp
16281,16281,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|LIV+/|E'I'+,LIV...EI...,,,Military Camp
16294,16294,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|I'I'I'VN^I·ME+/|E+,IIIVNIME...E...,,Itálica,Military Camp
16413,16413,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|CM^AQO''F|,CMAQOF,,,Military Camp
16428,16428,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|M^AVRI|,MAVRI,,La Corregidora,Military Camp
16452,16452,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|ANAR'|,ANAR,,,Military Camp
16455,16455,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|Q''ND·FA'B'',QNDFAB,,,Military Camp
16478,16478,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,P'NN',PNN,,Alcolea del Río,Military Camp
16478,16478,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,P'NN',PNN,,Arva,Military Camp
16478,16478,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,P'NN',PNN,,El Tejarillo,Military Camp
16478,16478,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,P'NN',PNN,,Tostoneras,Military Camp
16517,16517,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|PN'S|,PNS,,Arva,Military Camp
16548,16548,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,DOMS,DOMS,,Alcolea del Río,Military Camp
16567,16567,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|P^ORO{PHI}|,POROCODV (BROCODV),,La Catria,Military Camp
16590,16590,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|CPCAM'O,CPCAMO,,,Military Camp
16638,16638,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L·Q·A|,LQA,,,Military Camp
