AmphoraIdentifier,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,FindingPlaceTitle,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,ProductionPlaceTitle,LocationTypeTitle
14000,14000,Dressel 20,Mainz,Mainz,49.984188,8.279096,[MA]EMRVS|,MAEMRVS,,Arva,Military Camp
14009,14009,Dressel 20,Mainz,Mainz,49.984188,8.279096,|P·n·n|,PNN,,Alcolea del Río,Military Camp
14009,14009,Dressel 20,Mainz,Mainz,49.984188,8.279096,|P·n·n|,PNN,,Arva,Military Camp
14009,14009,Dressel 20,Mainz,Mainz,49.984188,8.279096,|P·n·n|,PNN,,El Tejarillo,Military Camp
14009,14009,Dressel 20,Mainz,Mainz,49.984188,8.279096,|P·n·n|,PNN,,Tostoneras,Military Camp
14010,14010,Dressel 20,Mainz,Mainz,49.984188,8.279096,|P·A^N^R^VF|,PANRVF,,La Catria,Military Camp
14018,14018,Dressel 20,Mainz,Mainz,49.984188,8.279096,|C·AN^TON^IQVI^ET^I|,CANTONIQVIETI,,Alcolea del Río,Military Camp
14030,14030,Dressel 20,Mainz,Mainz,49.984188,8.279096,"CANTONIQVIETI, sine imagine",CANTONIQVIETI,,Alcolea del Río,Military Camp
14031,14031,Dressel 20,Mainz,Mainz,49.984188,8.279096,[C]AN^TON^I·QVI^ET^I|,CANTONIQVIETI,,Alcolea del Río,Military Camp
14035,14035,Dressel 20,Mainz,Mainz,49.984188,8.279096,|C·A^N^TQVI^E'T^I|,CANTQVIETI,,,Military Camp
14145,14145,Dressel 20,Mainz,Mainz,49.984188,8.279096,"|QCCV, bis impressum est",QCCV,,,Military Camp
14219,14219,Dressel 20,Mainz,Mainz,49.984188,8.279096,"IICAMILIMELISSI, sine imagine",IICAMILIMELISSI,,Arva,Military Camp
14219,14219,Dressel 20,Mainz,Mainz,49.984188,8.279096,"IICAMILIMELISSI, sine imagine",IICAMILIMELISSI,,Las Delicias,Military Camp
14280,14280,Dressel 20,Mainz,Mainz,49.984188,8.279096,"CFAV, sine imagine",CFAV,,,Military Camp
14289,14289,Dressel 20,Mainz,Mainz,49.984188,8.279096,|LFCCVCAT'|,LFCCVCAT,,Isla del Castillo,Military Camp
14289,14289,Dressel 20,Mainz,Mainz,49.984188,8.279096,|LFCCVCAT'|,LFCCVCAT,,Las Ánimas,Military Camp
14320,14320,Dressel 20,Mainz,Mainz,49.984188,8.279096,|LFCCV+,LFCCV...,,Dehesilla,Military Camp
14323,14323,Dressel 20,Mainz,Mainz,49.984188,8.279096,"LFCCVCAT, sine imagine",LFCCVCAT,,Isla del Castillo,Military Camp
14323,14323,Dressel 20,Mainz,Mainz,49.984188,8.279096,"LFCCVCAT, sine imagine",LFCCVCAT,,Las Ánimas,Military Camp
14329,14329,Dressel 20,Mainz,Mainz,49.984188,8.279096,[Q·F·CF,QFCF,,,Military Camp
14354,14354,Dressel 20,Mainz,Mainz,49.984188,8.279096,"|LEFPC|, bis impressum est",LEFPC,,Juan Barba,Military Camp
14367,14367,Dressel 20,Mainz,Mainz,49.984188,8.279096,|F·M'·[FA],FMFA,,,Military Camp
14383,14383,Dressel 20,Mainz,Mainz,49.984188,8.279096,|CFVA+,CFVA...,,,Military Camp
14421,14421,Dressel 20,Mainz,Mainz,49.984188,8.279096,"QIAFS, sine imagine",QIAFS,,Malpica,Military Camp
14422,14422,Dressel 20,Mainz,Mainz,49.984188,8.279096,"QIAFS, sine imagine",QIAFS,,Malpica,Military Camp
14423,14423,Dressel 20,Mainz,Mainz,49.984188,8.279096,|QIAFS|,QIAFS,,Malpica,Military Camp
14454,14454,Dressel 20,Mainz,Mainz,49.984188,8.279096,|Q·I·C·SEC|,QICSEC,,Malpica,Military Camp
14462,14462,Dressel 20,Mainz,Mainz,49.984188,8.279096,|M·I·M|,MIM,,La Catria,Military Camp
14462,14462,Dressel 20,Mainz,Mainz,49.984188,8.279096,|M·I·M|,MIM,,Peñaflor,Military Camp
14466,14466,Dressel 20,Mainz,Mainz,49.984188,8.279096,|MIM|,MIM,,La Catria,Military Camp
14466,14466,Dressel 20,Mainz,Mainz,49.984188,8.279096,|MIM|,MIM,,Peñaflor,Military Camp
14533,14533,Dressel 20,Mainz,Mainz,49.984188,8.279096,"LIT, sine imagine",LIT,,,Military Camp
14542,14542,Dressel 20,Mainz,Mainz,49.984188,8.279096,|P·IV^L^ICR^ISP^I|,PIVLICRISPI,,El Marchante,Military Camp
14552,14552,Dressel 20,Mainz,Mainz,49.984188,8.279096,|C·IV^N^I·H^EBV^RI|,CIVNIHEBVRI,,,Military Camp
14554,14554,Dressel 20,Mainz,Mainz,49.984188,8.279096,"CIVNIHEBVRI, sine imagine",CIVNIHEBVRI,,,Military Camp
14603,14603,Dressel 20,Mainz,Mainz,49.984188,8.279096,"ALFO, sine imagine",ALFO,,La Catria,Military Camp
14605,14605,Dressel 20,Mainz,Mainz,49.984188,8.279096,|AELFO|,AELFO,,La Catria,Military Camp
14616,14616,Dressel 20,Mainz,Mainz,49.984188,8.279096,|G·M·M·F|,GMMF,,Azanaque-Castillejo,Military Camp
14703,14703,Dressel 20,Mainz,Mainz,49.984188,8.279096,|SNR|,SNR,,La Catria,Military Camp
14730,14730,Dressel 20,Mainz,Mainz,49.984188,8.279096,|CONSFC',CONSFC,,Azanaque-Castillejo,Military Camp
14730,14730,Dressel 20,Mainz,Mainz,49.984188,8.279096,|CONSFC',CONSFC,,Castillo de Azanaque,Military Camp
14736,14736,Dressel 20,Mainz,Mainz,49.984188,8.279096,[POR]OCODV|,POROCODV (BOROCODV),,La Catria,Military Camp
14831,14831,Dressel 20,Mainz,Mainz,49.984188,8.279096,|PRI|,PRI,,Itálica,Military Camp
14849,14849,Dressel 20,Mainz,Mainz,49.984188,8.279096,|PO'R·P·S·A*,PORPSA,,La Catria,Military Camp
14854,14854,Dressel 20,Mainz,Mainz,49.984188,8.279096,|L·S·LVPI|,LSLVPI,,La María,Military Camp
14862,14862,Dressel 20,Mainz,Mainz,49.984188,8.279096,|LSP·BO|,LSPBO,,Juan Barba,Military Camp
14878,14878,Dressel 20,Mainz,Mainz,49.984188,8.279096,QSASER,QSASER,,,Military Camp
14911,14911,Dressel 20,Mainz,Mainz,49.984188,8.279096,|SAXOF'E'[RRI],SAXOFERRI,,,Military Camp
14934,14934,Dressel 20,Mainz,Mainz,49.984188,8.279096,|FSCIM|/|NIANO|,FSCIMNIANO,,Las Delicias,Military Camp
14935,14935,Dressel 20,Mainz,Mainz,49.984188,8.279096,F'SCIM|/|NIANO|,FSCIMNIANO,,Las Delicias,Military Camp
14940,14940,Dressel 20,Mainz,Mainz,49.984188,8.279096,[S]T'A^TIA^NI^ENSI'A|,STATIANIENSIA,,Tarancón,Military Camp
14944,14944,Dressel 20,Mainz,Mainz,49.984188,8.279096,|ST·CA|,STCA,,Las Sesenta,Military Camp
14953,14953,Dressel 20,Mainz,Mainz,49.984188,8.279096,|LVA|,LVA,,Dehesa de Arriba,Military Camp
14987,14987,Dressel 20,Mainz,Mainz,49.984188,8.279096,"VIRGIN, sine imagine",VIRGIN,,Villar de Brenes,Military Camp
18898,18898,Dressel 20,Mainz,Mainz,49.984188,8.279096,+PAC|,PAC,,,Military Camp
18899,18899,Dressel 20,Mainz,Mainz,49.984188,8.279096,"|PQAF|, sine imagine",PQAF,,La Catria,Military Camp
18900,18900,Dressel 20,Mainz,Mainz,49.984188,8.279096,|C·A·L^F|,CALF,,,Military Camp
18908,18908,Dressel 20,Mainz,Mainz,49.984188,8.279096,|C{A·}E'+,CAE...,,,Military Camp
18923,18923,Dressel 20,Mainz,Mainz,49.984188,8.279096,|ACIRCIF'|,ACIRCIF,,,Military Camp
18930,18930,Dressel 20,Mainz,Mainz,49.984188,8.279096,[A]V'G(-)N|,AVG...N,,Los Villares,Military Camp
18936,18936,Dressel 20,Mainz,Mainz,49.984188,8.279096,|L·C·F·P·O+,LCFPO?,,,Military Camp
18937,18937,Dressel 20,Mainz,Mainz,49.984188,8.279096,|QCI|,QCI,,,Military Camp
18938,18938,Dressel 20,Mainz,Mainz,49.984188,8.279096,|SCLC|,SCLC,,Doña Mencía,Military Camp
18939,18939,Dressel 20,Mainz,Mainz,49.984188,8.279096,|[Sclc,SCLC,,Doña Mencía,Military Camp
18940,18940,Dressel 20,Mainz,Mainz,49.984188,8.279096,V·CL·C],VCLC,,,Military Camp
18941,18941,Dressel 20,Mainz,Mainz,49.984188,8.279096,|P'C'M+,PCM,,,Military Camp
18942,18942,Dressel 20,Mainz,Mainz,49.984188,8.279096,|QCR|,QCR,,Sevilla,Military Camp
18943,18943,Dressel 20,Mainz,Mainz,49.984188,8.279096,QCR|,QCR,,Sevilla,Military Camp
18944,18944,Dressel 20,Mainz,Mainz,49.984188,8.279096,|Q·C·R|,QCR,,Sevilla,Military Camp
18945,18945,Dressel 20,Mainz,Mainz,49.984188,8.279096,|QCRM'|,QCRM,,,Military Camp
18962,18962,Dressel 20,Mainz,Mainz,49.984188,8.279096,|CEFP|,CEFP,,La Catria,Military Camp
18963,18963,Dressel 20,Mainz,Mainz,49.984188,8.279096,"PELC, sine imagine.",PELC,,,Military Camp
18973,18973,Dressel 20,Mainz,Mainz,49.984188,8.279096,M'FC,MFC,,,Military Camp
18989,18989,Dressel 20,Mainz,Mainz,49.984188,8.279096,|GIA^LB|,GIALB,,Malpica,Military Camp
19063,19063,Dressel 20,Mainz,Mainz,49.984188,8.279096,|F·PAT|/|ERNI|,FPATERNI,,,Military Camp
19351,19351,Dressel 20,Mainz,Mainz,49.984188,8.279096,sine imagine,PROSPHORI,,,Military Camp
19364,19364,Dressel 20,Mainz,Mainz,49.984188,8.279096,[Q·SP],QSP,,,Military Camp
19365,19365,Dressel 20,Mainz,Mainz,49.984188,8.279096,|Q·S'P',QSP,,,Military Camp
19375,19375,Dressel 20,Mainz,Mainz,49.984188,8.279096,|S'N[R],SNR?,,,Military Camp
19379,19379,Dressel 20,Mainz,Mainz,49.984188,8.279096,|SAMIS|,SAMIS,,,Military Camp
19387,19387,Dressel 20,Mainz,Mainz,49.984188,8.279096,|SECVNDI|,SECVNDI,,,Military Camp
19388,19388,Dressel 20,Mainz,Mainz,49.984188,8.279096,|SER|,SER,,,Military Camp
19420,19420,Dressel 20,Mainz,Mainz,49.984188,8.279096,sine imagine,?,,,Military Camp
37023,37023,Dressel 20,Mainz,Mainz,49.984188,8.279096,"A^LFO, sine imagine",ALFO,,La Catria,Military Camp
27854,27854,Dressel 20,Mainz-Kastel,Mainz-Kastel,50.009937,8.282909,L''AEL|,LAEL,,Las Valbuenas,Military Camp
16250,16250,Dressel 20,Malton,Malton,54.133333,-0.8,"IIIVNIMELISSETMELISSE, sine imagine",IIIVNIMELISSETMELISSE,,Itálica,Military Camp
15604,15604,Dressel 20,Manchester,Manchester,53.5,-2.216667,|[-]A^N^TO·CQ'V'I'I'T'|,ANTOCQVIT,,,Military Camp
16409,16409,Dressel 20,Manchester,Manchester,53.5,-2.216667,|LMV^E|,LMVE,,Alcolea del Río,Military Camp
16409,16409,Dressel 20,Manchester,Manchester,53.5,-2.216667,|LMV^E|,LMVE,,Mejía,Military Camp
16409,16409,Dressel 20,Manchester,Manchester,53.5,-2.216667,|LMV^E|,LMVE,,Villar Tesoro,Military Camp
16680,16680,Dressel 20,Manchester,Manchester,53.5,-2.216667,Q'N'TI,QNTI,,,Military Camp
17157,17157,Dressel 20,Manchester,Manchester,53.5,-2.216667,|Q·+,Q...,,,Military Camp
16195,16195,Dressel 20,Maryport,Maryport,54.7,-3.5,"LIT, sine imagine",LIT,,,Military Camp
15794,15794,Dressel 20,Neath,Neath,51.656111,-3.802222,+·CR'+,...CR,,,Military Camp
14209,14209,Dressel 20,Neumagen,Neumagen,47.948948,7.673177,"MMCSVR, sine imagine",MMCSVR,,Alcolea del Río,Military Camp
14209,14209,Dressel 20,Neumagen,Neumagen,47.948948,7.673177,"MMCSVR, sine imagine",MMCSVR,,El Tejarillo,Military Camp
13964,13964,Dressel 20,Neuss,Neuss,51.198071,6.685037,"CAPXIV, sine imagine",CAPXIV,,,Military Camp
14150,14150,Dressel 20,Neuss,Neuss,51.198071,6.685037,"LCFPCE, sine imagine",LCFPCE,,,Military Camp
14181,14181,Dressel 20,Neuss,Neuss,51.198071,6.685037,"LCM, sine imagine",LCM,,La Catria,Military Camp
14260,14260,Dressel 20,Neuss,Neuss,51.198071,6.685037,[IIIENNIO]R'I'V'L'SA^E'|,IIIENNIORIVLSAE?,,huerta del río,Military Camp
14388,14388,Dressel 20,Neuss,Neuss,51.198071,6.685037,|MFLAVIT|,MFLAVIT,,,Military Camp
14416,14416,Dressel 20,Neuss,Neuss,51.198071,6.685037,|MIApM^A|,MIAPMA,,El Marchante,Military Camp
14470,14470,Dressel 20,Neuss,Neuss,51.198071,6.685037,"MIM, sine imagine",MIM,,La Catria,Military Camp
14470,14470,Dressel 20,Neuss,Neuss,51.198071,6.685037,"MIM, sine imagine",MIM,,Peñaflor,Military Camp
14884,14884,Dressel 20,Neuss,Neuss,51.198071,6.685037,|ILsLsEn·|,ILSLSEN?,,,Military Camp
14903,14903,Dressel 20,Neuss,Neuss,51.198071,6.685037,[SAE]N^IAN^E|,SAENIANE?,,,Military Camp
14964,14964,Dressel 20,Neuss,Neuss,51.198071,6.685037,|L·VIVCV·|,LVIVCV,,,Military Camp
14973,14973,Dressel 20,Neuss,Neuss,51.198071,6.685037,[LVAL]T^ROP^H^IM^I|,LVALTROPHIMI,,Arva,Military Camp
15570,15570,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|CAN^TONQ'+,CANTONQ...,,Alcolea del Río,Military Camp
15755,15755,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"MCFRI, sine imagine",MCFRI,,La Corregidora,Military Camp
15756,15756,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"PCFCLBE, ilegibile",PCFCLBE,,,Military Camp
15774,15774,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|FC·M!^A|,FCMA,,,Military Camp
15820,15820,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|MMCS~V^R|,MMCSVR,,Alcolea del Río,Military Camp
15820,15820,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|MMCS~V^R|,MMCSVR,,El Tejarillo,Military Camp
16125,16125,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"M·I·M, sine imagine",MIM,,La Catria,Military Camp
16125,16125,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"M·I·M, sine imagine",MIM,,Peñaflor,Military Camp
16174,16174,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"LIQ, sine imagine",LIQ,,,Military Camp
16312,16312,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|A·LF·O''|,ALFO,,La Catria,Military Camp
16422,16422,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|C·M^AR^I·SI^LV^A^N^I|,CMARISILVANI,,El Temple,Military Camp
16426,16426,Dressel 20,Newstead,Newstead,53.066667,-1.216667,*F'·M·A+,…FMA…,,,Military Camp
16441,16441,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"MON, sine imagine",MON,,,Military Camp
16538,16538,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"DOMS, sine imagine",DOMS,,Alcolea del Río,Military Camp
16561,16561,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|BOPI|,BOPI,,,Military Camp
16631,16631,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"POR, sine imagine",POR,,,Military Camp
16668,16668,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|L·Q·S|,LQS,,Alcolea del Río,Military Camp
16801,16801,Dressel 20,Newstead,Newstead,53.066667,-1.216667,*F·SS|,...FSS,,,Military Camp
16802,16802,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|POR·G·S·S<<|,PORGSS,,,Military Camp
16982,16982,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|SER·B|,SERB,,,Military Camp
17049,17049,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|LV^A^LER[T^]ER|,LVALERTER,,,Military Camp
17142,17142,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|P[A]+,PA...,,,Military Camp
42166,42166,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,"CANTONIQVIETI?, sine imagine",CANTONIQVIETI?,,,Military Camp
42169,42169,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,CANTQVIETI?,CANTQVIETI?,,,Military Camp
42222,42222,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,"PIRPO, sine imagine",PIRPO,,,Military Camp
42229,42229,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,"CIALB, sine imagine",CIALB,,,Military Camp
42258,42258,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,[R]OMANI,ROMANI,,,Military Camp
42309,42309,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,LVALVIT?,LVALVIT,,,Military Camp
42322,42322,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667, +CL|,...CL,,,Military Camp
5601,5601,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,+DAP|,...DAP,,,Military Camp
5605,5605,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,|P·A^N^R^VF|,PANRVF,,La Catria,Military Camp
5611,5611,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,|PA^TV|,PATV,,,Military Camp
5615,5615,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,AVGVs|,AVGVS,,,Military Camp
5616,5616,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,|B''E''L''V''CA^N''+,BELLVCAN…?,,,Military Camp
5631,5631,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,|CAST^ELA^NI|,CASTELANI,,El Temple,Military Camp
5640,5640,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,|Q'F'RRIV'|,QFRRIV,,Arva,Military Camp
5649,5649,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,|L·I·T|,LIT,,,Military Camp
5651,5651,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,C''·IV·R|,CIVR?,,,Military Camp
5657,5657,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,C[·]M^A^R^I·SILVA^NI|,CMARISILVANI,,,Military Camp
5668,5668,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,|LQRNF|,LQRNF,,,Military Camp
5670,5670,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,|R''O·SA^EN^I|,ROSAENI,,,Military Camp
5676,5676,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,"PORPSV & PORPSA, sine imagine",PORPSV & PORPSA,,La Catria,Military Camp
5691,5691,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,|SA~XOFERRI|,SAXOFERRI,,,Military Camp
5696,5696,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,|L·V·A|,LVA,,Dehesa de Arriba,Military Camp
5699,5699,Dressel 20,Nijmegen,Nijmegen,51.833333,5.866667,|Q·V·A|,QVA,,El Tejarillo,Military Camp
20649,20649,Dressel 20,Oberflorstadt,Oberflorstadt,50.325846,8.874742,|APH|,APH,,El Marchante,Military Camp
13962,13962,Dressel 20,Oberstimm,Oberstimm,48.7119,11.455324,|PORTAN^V|,PORTANV,,,Military Camp
15819,15819,Dressel 20,Old Kilpatrick,Old Kilpatrick,55.916667,-4.45,|MM>CSV^R|,MMCSVR,,Alcolea del Río,Military Camp
15819,15819,Dressel 20,Old Kilpatrick,Old Kilpatrick,55.916667,-4.45,|MM>CSV^R|,MMCSVR,,El Tejarillo,Military Camp
16449,16449,Dressel 20,Old Kilpatrick,Old Kilpatrick,55.916667,-4.45,*GNA^EC|,GNAEC,,,Military Camp
16453,16453,Dressel 20,Old Kilpatrick,Old Kilpatrick,55.916667,-4.45,*GNA[--],…GNA…,,,Military Camp
16522,16522,Dressel 20,Old Kilpatrick,Old Kilpatrick,55.916667,-4.45,N^IGEFV^A^R|,NIGEFVAR,,,Military Camp
16779,16779,Dressel 20,Old Kilpatrick,Old Kilpatrick,55.916667,-4.45,|LSPBOER|,LSPBOER,,,Military Camp
16246,16246,Dressel 20,Piercebridge,Piercebridge,54.533333,-1.683333,"LIVNIMELISSI, sine imagine",LIVNIMELISSI,,Las Delicias,Military Camp
8860,8860,Dressel 20,Rabat,Rabat,34.013784,-6.844268,|FPAT'|,FPAT,,Guadajoz,Military Camp
8860,8860,Dressel 20,Rabat,Rabat,34.013784,-6.844268,|FPAT'|,FPAT,,Los Villares,Military Camp
8860,8860,Dressel 20,Rabat,Rabat,34.013784,-6.844268,|FPAT'|,FPAT,,Villar Tesoro,Military Camp
16384,16384,Dressel 20,Ravenglass,Ravenglass,54.35,-3.4,+MR|,...MR,,,Military Camp
12700,12700,Dressel 20,Regensburg,Regensburg,49.034512,12.119234,|L·S·L·P((amphora))|,LSLP,,La Catria,Military Camp
12701,12701,Dressel 20,Regensburg,Regensburg,49.034512,12.119234,|QIMFN|,QIMFN,,Malpica,Military Camp
12702,12702,Dressel 20,Regensburg,Regensburg,49.034512,12.119234,|COI|,COI,,,Military Camp
15446,15446,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,|·TAN'| & |M'AT·'|,TAN & MAT,,,Military Camp
15462,15462,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,POLAR|,POLAR,,,Military Camp
15481,15481,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,|G'A'[V]E'L'|,GAVEL?,,La Catria,Military Camp
15483,15483,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,[ACIR]G'I[F]|,ARCIRGI?,,,Military Camp
15545,15545,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,[AG]RICOLAE|,AGRICOLAE,,Casa de Mingaobez,Military Camp
15549,15549,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,|AG[RICOLAE],AGRICOLAE?,,Casa de Mingaobez,Military Camp
15588,15588,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,|C·AN'+,CAN...,,,Military Camp
16093,16093,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,|QI'A'F'·S!|,QIAFS,,Malpica,Military Camp
16098,16098,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,+APFS|,...APFS,,,Military Camp
16166,16166,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,|QIMFN|,QIMFN,,Malpica,Military Camp
16187,16187,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,"CIS, sine imagine",CIS,,La Catria,Military Camp
16188,16188,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,"CIS, sine imagine",CIS,,La Catria,Military Camp
16293,16293,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,+M'E'L'I'S+/+MELISSE+,...MELIS...MELISSE...,,,Military Camp
16322,16322,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,"SLP, sine imagine",SLP,,,Military Camp
17013,17013,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,+C'V'A|,...CVA,,,Military Camp
17019,17019,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,"LVC, sine imagine",LVC,,,Military Camp
17107,17107,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,"A(--)Q, sine imagine",A...Q,,,Military Camp
17117,17117,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,C'A'+,CA...,,,Military Camp
17204,17204,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,|M'+,M...,,,Military Camp
14025,14025,Dressel 20,Risstissen,Risstissen,48.270991,9.825866,|C·AN^TON^IQVI^E[TI],CANTONIQVIETI,,Alcolea del Río,Military Camp
12004,12004,Dressel 20,Rottenburg,Rottenburg,48.476092,8.93975,|P^OROCC+,POROCC...,,,Military Camp
14448,14448,Dressel 20,Rottenburg,Rottenburg,48.476092,8.93975,"CIALB, sine imagine",CIALB,,Malpica,Military Camp
13941,13941,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|G·A·F'',GAF,,Azanaque-Castillejo,Military Camp
13949,13949,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|CAFFP|,CAFFP,,,Military Camp
13950,13950,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|C·AFSM|,CAFSM,,,Military Camp
13967,13967,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|LV'[A]L[E]M'E|,LVALEME?,,Dehesa de Arriba,Military Camp
13990,13990,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|L((hedera))AE*,LAEL,,Las Valbuenas,Military Camp
14051,14051,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|P''APRV|,PAPRV,,,Military Camp
14060,14060,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"PATTO, sine imagine",PATTO,,,Military Camp
14079,14079,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|ACIRGI|,ACIRGI,,Itálica,Military Camp
14080,14080,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"ACIRGI, sine imagine",ACIRGI,,Itálica,Military Camp
14094,14094,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,[M]·S·M'/|ACIRG'[I],MSMACIRGI,,,Military Camp
14111,14111,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|BELIC|,BELIC,,Cortijo del Romero,Military Camp
14114,14114,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|BEL|,BEL,,,Military Camp
14116,14116,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,[B]ELI|,BELI,,Cortijo del Romero,Military Camp
14126,14126,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|MCC|,MCC,,Cerro de los Pesebres,Military Camp
14126,14126,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|MCC|,MCC,,Madueño,Military Camp
14134,14134,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|Q''·C·CC|,QCCC,,,Military Camp
14136,14136,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|Q·C·CE|,QCCE,,Las Sesenta,Military Camp
14137,14137,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|Q'C·CE'|,QCCE,,Las Sesenta,Military Camp
14141,14141,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"QCCL, sine imagine",QCCL,,Las Sesenta,Military Camp
14154,14154,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|LCHE|,LCHE,,La Catria,Military Camp
14155,14155,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|P'CH'O'|,PCHO,,La Graja,Military Camp
14157,14157,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,[P]CHO',PCHO,,La Graja,Military Camp
14162,14162,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,[S]CLH|,SCLH,,,Military Camp
14163,14163,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|SCLT|,SCLT,,Malpica Sur,Military Camp
14165,14165,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|S·C·L[T],SCLT,,Malpica Sur,Military Camp
14166,14166,Dressel 20,Saalburg,Saalburg,34.951399,-5.362541,|MCLSB''| & |MCLSR''|,MCLSB & MCLSR,,,Military Camp
14170,14170,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|LCM|,LCM,,La Catria,Military Camp
14172,14172,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|L'CM|,LCM,,La Catria,Military Camp
14175,14175,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|LCM''^Y|,LCMY,,Haza del Olivo,Military Camp
14201,14201,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,M'M'CSA^N^T^O',MMCSANTO,,El Tejarillo,Military Camp
