number,id,type,site,country,lat,long,code,family
1134,26669,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1135,26670,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1136,26671,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1137,26672,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1138,26673,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1139,26674,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1140,26675,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1141,26676,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1142,26677,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1143,26678,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1144,26679,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1145,26680,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1146,26681,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1147,26682,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1148,26683,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1149,26684,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1150,26685,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1151,26686,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1152,26687,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1153,26688,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1154,26689,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1155,26690,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1156,26691,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1157,26692,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1158,26693,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1159,26694,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1160,26695,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1161,26696,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1162,26697,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1163,26698,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1164,26699,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1165,26700,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1166,26701,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1167,26702,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1168,26703,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1169,26704,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1170,26705,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1171,26706,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1172,26707,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1173,26708,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1174,26709,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1175,26710,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1176,26711,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1177,26712,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1178,26713,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1179,26714,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1180,26715,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1181,26716,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1182,26717,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1183,26718,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1184,26719,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1185,26720,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1186,26721,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1187,26722,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1188,26723,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1189,26724,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1190,26725,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1191,26726,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1192,26727,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1193,26728,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1194,26729,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1195,26730,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1196,26731,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1197,26732,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1198,26733,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1199,26734,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1200,26735,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1201,26736,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1202,26737,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1203,26738,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1204,26739,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1205,26740,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1206,26741,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1207,26742,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1208,26743,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1209,26744,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1210,26745,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1211,26746,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1212,26747,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1213,26748,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1214,26749,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1215,26750,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1216,26751,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS & LFCCVFP,LFC
1217,26752,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1218,26753,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1219,26754,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1220,26756,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFCA,LFC
1221,26851,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,SCALESIAG,SCALSIAG
1222,26858,Lebrillo,Cerro de los Pesebres,Spain,37.752937,-5.211861,APOLLONIS?,
1223,26860,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,SCALESIACAP & SCALESIACALP,SCALESIACAP
1224,26884,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,SCAGAB…,SCALGAB
1225,26885,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,SCALGABR…,SCALGAB
1226,26944,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,SCALESE,SCALESE
1227,26964,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,FIG,FIG 
1228,26979,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,SCA...M?,SCA...M
